太烂  了  ！  很多年  没  看过  这么  烂  的  电影  了  ，  已经  无法形容  烂  的  程度  ，  开场  不到  二十分钟  我  就  睡着  了  ，  睡醒  后  离场  ，  浪费  钱  和  时间
时间  冲突  没有  去  看  ，  但是  都  说好
虽  没有  到达  我  想要  的  效果  ，  但  算是  一个  国版  科幻  的  里程碑  ，  支持  ！
很  好看  的  电影  ，  值  👍  👍  👍
很  牛  掰  的  电影  。  已  超越  欧美  。
非常  好看  的  科幻片  ，  加油  💪
超赞  国产  科幻片  ，  技术  和  情节  还有  演员  的  演技  都  超赞  ！
挺  好  的  ，  但  有点  空
破  电影  ，  恶心  ，  看到  头晕眼花  。
很棒  了  ，  剧情  无  硬伤  ，  就是  特效  忽高忽低  ，  不过  很棒  了  ，  愿  国产  越来越  棒
很  感人  很  震撼
电影  是  好  电影  ，  第一次  来  横店  看  ，  体验  效果  真的  太  一般  了  ，  开场  前  只有  声音  没有  画面     开场  一分钟  画面  的  尺寸  不  对  ，  后面  音效  和  屏幕  的  画面  有点  不  同步  ，  而且  影院  整体  声音  太大  了  ，  音质  也  不  清澈  ，  总归  就是  电影  没  看出  啥  毛病  ，  但  电影院  到  是  有  很多  的  毛病
超  震撼  ，  看  的  好  紧张  ，  最后  很  感人  ！
二刷  安排  !  !  !
很  好看  啊  ，  极力推荐  ，  看  完  这个  电影  后  我  觉得  保护  地球  环境  已经  没用  了  得  保护  太阳  的  环境
说实话  ，  这  电影  特效  真的  是  垃圾  。  请  不要  拿  真的  来  糊弄  我们  ！
给  10  分  ，  没得说  ！
精彩  ，  震撼  ，  中国  这样  的  科幻电影  给力  👋     点燃  木星  那  时刻  泪目
真的  特别  好看  。  特别  震撼
只  关心  休眠  仓  的  人  怎么办  呀
吴京  厉害  (  ง     •  ̀  _  •  ́  )  ง
国产  科幻  的  里程碑  之作  ，  值得  推荐
国产  科幻电影  新高峰
棒棒  哒  ，  ，  ，  ，
很棒  的  一部  片子
很  震撼  ，  有  笑  点  ，  有泪点  ，  春节  档  第一部  电影
好看     中国  电影
超赞  我  跟  小伙伴  们  讲  ，  这钱花  的  不亏  ！
这次  中国  科幻  特效  让  我  大吃一惊  ，  非常  赞  👍  ！  但是  朵朵  的  演技  有待  提升  ，  以及  最后  稍微  有点  烂尾  ，  剧情  需要  再  优化
自我感觉  一般
音乐  🎵  震撼  ，  哈哈
挺  好看  的  ，  感人
还  不错  。     国产  科幻  这  样子  不错  了
酷  第一个  中国  科幻  大作
神仙  电影  喜欢  赵金麦  妹妹
超  好看  ，  要二刷  ，  三刷
太好了  ，  真棒
目前  中国  最好  的  科幻片  ，  毋容  置疑  ！
电影  题材  特别  好        心灵  特别  震撼     我们  被  现在  的  生活  觉得  取之不尽     用  之  不  完
超级  好看  ！  很  震撼  …  …
好看  ，  不错  的  电影  😊
国产  第一  不  解释
非常  好  ，  挺  好看  的  ！
不错  好看  哈哈哈  哈哈
可能  推  地球  ，  我  受得了
十分  精彩  ，  并且  很  感人  ！
好看  ，  感人  ，  演技  好
从今以后  国产  科幻  的  标杆
特效  不错  ，  剧情  有点  尴尬
虽然  很  悲剧  ，  但是  特效  很  感人  ，  后面  那  一段  也  很  燃
很  震撼  ，  特效  也  很  好
赞     必须  大赞
特效  特别  棒     情节  特别  好
很棒  ，  除了  影院  眼镜  模糊
国产  大片  也  能  赶超  好莱坞  了
在  面对  共同  的  灾难  面前  ，  大家  都  齐心协力  ，  一  心想  把  生  的  希望  留给  他人  ，  才  最终  战胜  了  地球  危机  ，  为  进一步  的  计划  争取  了  机会  ！  ！  ！
电影  很  好看  ，  应该  是  中国  拍  的  最  好看  的  一部  科幻片  了  ，  也  比较  震撼  ，  吴京  这  几年  拍  的  几部  电影  我  都  有  看  ，  每  一部  我  都  很  喜欢  看  ，  明年  会  继续  关注  吴京  的  电影
特效  八分  ，  整个  故事  描述  起来  ，  看着  有点  乱
太  他  么  好看  了  我  去  ！
结束  一直  坐在  那  等到  主题曲  放  完才  起来     中间  几次  热血沸腾     热泪盈眶     今年     乃至  近些年  最好  的  国产电影     没有  之一     战狼  2  虽然  票房  高     跟  这个  都  没得  比     发自内心
不愧为  中国  科幻电影  的  里程碑  ！  第一个  将  目光  投向  天空  的  中国  人  叫  “  杞人  ”  ，  结果  他  被  人  嘲笑  了  几千年  。  今天  刘慈欣  将  目光  投向  了  宇宙  ，  把  中国  文明  看做  人类文明  的  一部分  ，  既  不  自大  ，  也  不  自卑  ，  多么  可敬  的  态度  ！  好  的  IP  ，  成就  好  的  电影  。
很  不错  ，  超  好看  。
国产  科幻  经典之作  啊  ，  非常  好  ！  ！  还要  二刷  ！
这分  是  给  吴京  的  ，  特效  呵呵  ，  剧情  呵呵
剧情  很  严谨  ，  非常  精彩
为  中国  电影  的  进步  点赞  👍  🏻
简直  太  好看  了  ，  虽然  没有  国外  科幻片  那种  强烈  的  震撼  效果  ，  但是  已经  很  不错  了  ，  而且  很  感动  ，  有泪点  ，  带  了  家人  看  ，  看  哭  了  ，  吴京演  的  片子  从来  没有  失望  过  👍
漂亮  ，  帅  。  看  了  评分  才  来  的  ，  果然  不负  所望  。  国际  京  ！
给力  ！  ！  ！  ！  ！
特效  绝对  不错  ，  国产电影  做成  这样  ，  很  不  容易  ，  情节  叙事  比较  情感  ，  情绪  煽动  的  比较  多  。  赞  一个
视觉效果  很  好
不  好看     提前  离场
真的  太棒了  ，  无论是  演员  还是  特效  ，  最后  的  那段  bgm  真的  是  让  我  震撼  到  了  ，  必须  给  10  分  ！  ！  ！  小破球  冲  呀  ！  ！
吹  爆  他  ，  太  好看  了
这部  电影  完全  配得  上  “  中国  科幻电影  元年  ”  这一  称呼  ，  电影  特效  非常  理想  ，  电影  剧情  很  完整  ，  两条  主线  互相  切换  很  顺畅  ，  剧情  设定  上  没有  什么  硬伤  ，  虽然  几个  年轻  演员  的  表现  尚有  不足  ，  但是  这部  电影  的  其他  优点  完全  可以  弥补  ，  非常  值得一看  ！
很棒  啊  ！  挺  喜欢  这部  电影
国产电影  新  高度  ！  ！
还行  吧  。  。  。  。  。
为  中国崛起  的  科技  电影  打  call
