qzuser,常州,nice！！！！,5.0,2019-02-07 00:00:00,1
笑苍天,武汉,不错，比较燃,4.5,2019-02-07 00:00:00,
网名设定,重庆,很好，很用心,5.0,2019-02-07 00:00:00,1
粥粥,晋江市,惊心动魄的剧情,5.0,2019-02-07 00:00:00,
一川,深圳,特效很好，剧情有几处跳跃得太快，有些对话真的是多余。韩朵朵请求其他救援队救援的那段有些尴尬。,4.0,2019-02-07 00:00:00,1
A柒夏ペ微凉,三明,值得看电影，属于中国科幻电影，👍 👍 👍 👍 👍,5.0,2019-02-07 00:00:00,1
曾天顺,吴川,整体剧情比较流畅，情节推动合理，具体细节可刻画更细致一些，个人非常喜欢，推荐,5.0,2019-02-07 00:00:00,1
唯美、四妹。,鞍山,电影情节此起彼伏，扣人心弦，人物个性构造完美，情节好看吸引人。,5.0,2019-02-07 00:00:00,2
xfu156406581,苏州,不行啊，还差的远,0.5,2019-02-06 23:59:59,
学渣丶,南充,中国影片能拍成这样，非常不错了！虽然剧情和某些外国片相似，喜剧结尾，但是看点在特效！,5.0,2019-02-06 23:59:59,
F_35,天津,“道路千万条，安全第一条，行驶不规范，亲人两行泪”。,5.0,2019-02-06 23:59:58,
S.H.I.E.L.D,信阳,很不错，值票价,5.0,2019-02-06 23:59:58,
水滴,张家港,影片十分好看，场面特别宏大，特效已经不输好莱坞大片。已经是第二次看了。,5.0,2019-02-06 23:59:54,1
轰_Lambert eros,运城,值得一看，大爱，小爱，父爱，亲情。感人。,5.0,2019-02-06 23:59:54,2
空白格,三亚,中国的科幻片终于崛起了,5.0,2019-02-06 23:59:54,1
EXd619317603,成都,绝对好看，不好看找我,5.0,2019-02-06 23:59:52,
子月水寒,义乌,在印象中国产科幻都是五毛特效，但是这电影不是。剧情也挺好的，尤其是空间站要逃生那段，确实意料之外情理之中。,4.5,2019-02-06 23:59:51,1
锐意进取526,咸阳,国产科幻大片既视感，我觉得真心不错，憋尿出来的，很难得,5.0,2019-02-06 23:59:50,
季节Season,西安,地球末日 印度人跑了 日本人自杀 美国人抱着棺材 中国人拯救地球🇨🇳,5.0,2019-02-06 23:59:49,1
puS306760737,防城港,好看，真的。后半段看得我都出汗了,5.0,2019-02-06 23:59:49,1
Chowhound,电白,有点尴尬某些场面 但是特效 剧本都特别好  很细节 给满分,5.0,2019-02-06 23:59:47,1
停琴伫月,宁晋,很不错的片，推荐看一下,5.0,2019-02-06 23:59:47,
